Stay Name,Stay Type,Country,City,Amenities,Price per Night (USD)
Oceanic Hotels,Hotel,Germany,Frankfurt,"Parking, 24hr Reception, Room Service, WiFi, Concierge, Mini Bar",56.51
Oceanic Resort,Business Trips and Meet Stays,USA,Chicago,"WiFi, Parking, Air Conditioning, Projector Facility",248.74
Sapphire Hotels,Vacation Tours and Travels,UK,Manchester,"WiFi, Air Conditioning, TV, Room Service, Parking, Local Cuisine Sampling, Guided City Tours",75.45
Royal Inn,Resort,South Africa,Durban,"Parking, Air Conditioning, TV, 24hr Reception, Room Service, WiFi, Nature Walks",335.77
Majestic Suites,Hotel,USA,Chicago,"TV, 24hr Reception, Parking, Room Service, WiFi, Concierge, Laundry Service",57.33
Skyline Suites,Business Trips and Meet Stays,UK,London,"TV, Room Service, WiFi, Air Conditioning, Conference Room, Business Center",191.28
Majestic Travels,Hotel,Brazil,Rio de Janeiro,"Air Conditioning, Room Service, TV, WiFi, Parking, Laundry Service",122.82
Cosmic Tours,Hotel,Japan,Kyoto,"Air Conditioning, 24hr Reception, Room Service, Laundry Service",78.63
Urban Lodge,Hotel,South Africa,Johannesburg,"Air Conditioning, TV, 24hr Reception, WiFi, Room Service, Parking, Laundry Service, Mini Bar",188.43
Paradise Motel,Business Trips and Meet Stays,Japan,Tokyo,"Room Service, Air Conditioning, TV, 24hr Reception, WiFi, Parking, Work Desk",193.96
Imperial Hotels,Resort,Japan,Osaka,"TV, WiFi, 24hr Reception, Parking, Room Service, Spa, Nature Walks",186.93
Vikas Resort,Hotel,Australia,Melbourne,"WiFi, Parking, Air Conditioning, 24hr Reception, Room Service, Mini Bar",132.22
Urban Hotels,Business Trips and Meet Stays,Brazil,São Paulo,"Room Service, 24hr Reception, Parking, TV, WiFi, Air Conditioning, Conference Room, Work Desk",236.2
Cosmic Motel,Hotel,Japan,Osaka,"24hr Reception, Parking, Room Service, WiFi, Air Conditioning, Concierge",105.85
Cosmic Motel,Business Trips and Meet Stays,France,Marseille,"WiFi, Room Service, TV, Business Center",147.71
Golden Motel,Business Trips and Meet Stays,South Africa,Durban,"24hr Reception, Parking, WiFi, Room Service, TV, Work Desk",134.08
Skyline Motel,Hotel,Brazil,Brasília,"24hr Reception, Parking, TV, WiFi, Room Service, Air Conditioning, Concierge, Laundry Service",99.15
Skyline Motel,Resort,France,Marseille,"Parking, Air Conditioning, 24hr Reception, TV, Nature Walks, Adventure Sports",215.67
Moonlight Tours,Resort,Canada,Vancouver,"TV, Room Service, WiFi, Parking, 24hr Reception, Air Conditioning, Spa",233.98
Cosmic Suites,Hotel,Japan,Kyoto,"Room Service, TV, Air Conditioning, Laundry Service, Concierge",103.99
Oceanic Business Rooms,Hotel,Brazil,Rio de Janeiro,"Room Service, TV, Parking, Air Conditioning, 24hr Reception, Concierge",100.18
Sapphire Tours,Business Trips and Meet Stays,Australia,Brisbane,"24hr Reception, Parking, Air Conditioning, TV, WiFi, Business Center",226.15
Golden Travels,Business Trips and Meet Stays,Japan,Kyoto,"WiFi, Air Conditioning, Parking, TV, Room Service, Projector Facility",200.13
Skyline Motel,Hotel,India,Hyderabad,"Room Service, Parking, 24hr Reception, Mini Bar, Laundry Service",103.35
Azure Retreat,Hotel,Germany,Berlin,"24hr Reception, TV, Room Service, Mini Bar",186.66
Tranquil Tours,Hotel,France,Marseille,"Parking, WiFi, TV, Room Service, Laundry Service",133.24
Oceanic Tours,Resort,Australia,Brisbane,"WiFi, Air Conditioning, Parking, Adventure Sports, Private Beach",140.32
Paradise Travels,Vacation Tours and Travels,Brazil,Brasília,"TV, Parking, 24hr Reception, Room Service, WiFi, Local Cuisine Sampling, Guided City Tours",107.84
Skyline Hotels,Resort,France,Marseille,"WiFi, TV, Air Conditioning, 24hr Reception, Parking, Room Service, Adventure Sports",173.93
Maple Motel,Business Trips and Meet Stays,Germany,Berlin,"Air Conditioning, Parking, WiFi, 24hr Reception, TV, Room Service, Conference Room, Work Desk",221.55
Sapphire Motel,Vacation Tours and Travels,South Africa,Durban,"Parking, WiFi, Room Service, Vehicle Rentals, Local Cuisine Sampling",138.34
Skyline Travels,Resort,UK,London,"24hr Reception, TV, WiFi, Room Service, Spa, Private Beach",389.5
Sapphire Inn,Hotel,India,Delhi,"Air Conditioning, Room Service, TV, 24hr Reception, WiFi, Parking, Concierge, Laundry Service",102.72
Amber Resort,Vacation Tours and Travels,Canada,Vancouver,"Parking, 24hr Reception, TV, WiFi, Air Conditioning, Room Service, Vehicle Rentals",105.84
Sunset Resort,Vacation Tours and Travels,France,Marseille,"WiFi, Air Conditioning, TV, Vehicle Rentals",70.1
Heritage Inn,Hotel,France,Lyon,"Parking, Room Service, 24hr Reception, WiFi, Concierge, Mini Bar",101.32
Oceanic Travels,Hotel,Japan,Osaka,"TV, WiFi, Room Service, Air Conditioning, 24hr Reception, Concierge, Laundry Service",137.37
Imperial Suites,Business Trips and Meet Stays,Canada,Toronto,"Parking, Room Service, TV, WiFi, Work Desk",159.34
Sunset Lodge,Resort,South Africa,Durban,"TV, 24hr Reception, WiFi, Room Service, Air Conditioning, Private Beach, Adventure Sports",234.22
Maple Lodge,Vacation Tours and Travels,India,Mumbai,"WiFi, Air Conditioning, Room Service, Parking, Guided City Tours",42.55
Oceanic Travels,Vacation Tours and Travels,Brazil,Brasília,"Air Conditioning, WiFi, Parking, Room Service, TV, Guided City Tours",116.56
Imperial Inn,Vacation Tours and Travels,France,Paris,"24hr Reception, TV, Room Service, Parking, Local Cuisine Sampling",116.79
Palm Travels,Hotel,France,Lyon,"WiFi, Parking, TV, Room Service, Concierge",172.51
Imperial Retreat,Vacation Tours and Travels,Germany,Frankfurt,"Room Service, WiFi, Air Conditioning, TV, 24hr Reception, Vehicle Rentals",113.19
Greenfield Motel,Vacation Tours and Travels,Brazil,Brasília,"Air Conditioning, TV, Parking, Room Service, Guided City Tours",70.01
Amber Suites,Resort,USA,Chicago,"TV, WiFi, Air Conditioning, Adventure Sports, Spa",272.36
Skyline Retreat,Business Trips and Meet Stays,Canada,Vancouver,"WiFi, Air Conditioning, TV, 24hr Reception, Room Service, Projector Facility",161.72
Azure Business Rooms,Business Trips and Meet Stays,South Africa,Durban,"Parking, WiFi, Air Conditioning, Work Desk",104.41
Vikas Business Rooms,Business Trips and Meet Stays,Australia,Melbourne,"Room Service, Air Conditioning, Parking, Conference Room",109.34
Azure Travels,Business Trips and Meet Stays,South Africa,Cape Town,"Parking, Room Service, Air Conditioning, Conference Room, Work Desk",218.09
Amber Motel,Hotel,UK,Birmingham,"TV, WiFi, Room Service, Concierge",53.4
Paradise Motel,Hotel,France,Marseille,"Parking, TV, 24hr Reception, Concierge, Laundry Service",191.62
Tranquil Travels,Vacation Tours and Travels,South Africa,Johannesburg,"Air Conditioning, Room Service, Parking, TV, Vehicle Rentals",89.25
Paradise Lodge,Hotel,South Africa,Cape Town,"24hr Reception, Parking, Air Conditioning, WiFi, TV, Concierge",195.8
Tranquil Travels,Vacation Tours and Travels,Canada,Montreal,"Air Conditioning, Room Service, Parking, TV, Guided City Tours, Vehicle Rentals",91.3
Azure Retreat,Resort,UK,Manchester,"TV, WiFi, Parking, Room Service, 24hr Reception, Spa, Adventure Sports",160.99
Skyline Resort,Vacation Tours and Travels,USA,Miami,"Parking, TV, Air Conditioning, Room Service, Local Cuisine Sampling, Guided City Tours",118.99
Golden Tours,Resort,South Africa,Cape Town,"Parking, WiFi, 24hr Reception, Air Conditioning, Adventure Sports",143.31
Urban Travels,Resort,France,Marseille,"Air Conditioning, Parking, TV, Room Service, Spa",320.14
Maple Resort,Hotel,Australia,Sydney,"Air Conditioning, 24hr Reception, Parking, Mini Bar",193.88
Moonlight Lodge,Hotel,Brazil,São Paulo,"Parking, Room Service, WiFi, Air Conditioning, Laundry Service",81.61
Tranquil Inn,Business Trips and Meet Stays,Canada,Vancouver,"24hr Reception, Parking, Air Conditioning, Room Service, TV, Work Desk, Projector Facility",135.05
Cosmic Inn,Vacation Tours and Travels,Japan,Tokyo,"Parking, WiFi, Room Service, Air Conditioning, Guided City Tours",110.7
Heritage Resort,Hotel,Australia,Sydney,"Room Service, WiFi, TV, 24hr Reception, Air Conditioning, Parking, Concierge, Mini Bar",116.49
Greenfield Business Rooms,Hotel,South Africa,Durban,"Air Conditioning, TV, Parking, Room Service, 24hr Reception, WiFi, Laundry Service",115.33
Oceanic Retreat,Vacation Tours and Travels,Brazil,São Paulo,"Room Service, WiFi, 24hr Reception, Air Conditioning, TV, Parking, Vehicle Rentals",105.37
Azure Motel,Vacation Tours and Travels,Japan,Tokyo,"TV, WiFi, Parking, Room Service, Air Conditioning, 24hr Reception, Vehicle Rentals",90.44
Maple Retreat,Resort,Japan,Osaka,"24hr Reception, Room Service, WiFi, Air Conditioning, Parking, TV, Spa",246.45
Cosmic Lodge,Hotel,Japan,Kyoto,"WiFi, Parking, Air Conditioning, 24hr Reception, TV, Room Service, Mini Bar",172.68
Urban Suites,Vacation Tours and Travels,Brazil,São Paulo,"Air Conditioning, Parking, TV, WiFi, Local Cuisine Sampling, Guided City Tours",32.97
Paradise Resort,Business Trips and Meet Stays,Germany,Munich,"WiFi, TV, Room Service, Parking, 24hr Reception, Projector Facility",204.06
Imperial Resort,Business Trips and Meet Stays,South Africa,Durban,"Air Conditioning, Room Service, 24hr Reception, Parking, WiFi, Work Desk, Projector Facility",101.13
Tranquil Motel,Resort,Australia,Sydney,"Air Conditioning, 24hr Reception, Room Service, Parking, TV, WiFi, Private Beach, Spa",287.55
Sunset Retreat,Resort,India,Delhi,"WiFi, Air Conditioning, Parking, Nature Walks",260.43
Amber Lodge,Resort,Brazil,São Paulo,"Parking, TV, 24hr Reception, Adventure Sports",170.53
Tranquil Business Rooms,Vacation Tours and Travels,Australia,Melbourne,"24hr Reception, Parking, Air Conditioning, Room Service, Local Cuisine Sampling, Guided City Tours",130.27
Sunset Travels,Vacation Tours and Travels,Brazil,Brasília,"TV, Room Service, 24hr Reception, Parking, Air Conditioning, WiFi, Guided City Tours, Local Cuisine Sampling",60.87
Palm Motel,Resort,UK,Birmingham,"TV, Parking, Room Service, 24hr Reception, Air Conditioning, WiFi, Private Beach",206.45
Cosmic Suites,Business Trips and Meet Stays,Australia,Brisbane,"Parking, Room Service, TV, Air Conditioning, 24hr Reception, Business Center, Conference Room",153.59
Heritage Tours,Business Trips and Meet Stays,Australia,Sydney,"Air Conditioning, Parking, TV, 24hr Reception, WiFi, Room Service, Projector Facility, Work Desk",120.04
Cosmic Inn,Vacation Tours and Travels,India,Bangalore,"Air Conditioning, WiFi, 24hr Reception, Vehicle Rentals, Local Cuisine Sampling",124.45
Skyline Resort,Hotel,France,Paris,"TV, Parking, 24hr Reception, WiFi, Room Service, Air Conditioning, Concierge, Laundry Service",114.18
Maple Suites,Business Trips and Meet Stays,Australia,Brisbane,"24hr Reception, Air Conditioning, WiFi, Room Service, Parking, Business Center",212.95
Tranquil Motel,Hotel,UK,Manchester,"Parking, Air Conditioning, WiFi, TV, 24hr Reception, Room Service, Mini Bar, Concierge",128.94
Royal Lodge,Vacation Tours and Travels,South Africa,Cape Town,"24hr Reception, Parking, WiFi, Air Conditioning, TV, Vehicle Rentals",58.01
Sunset Suites,Hotel,Australia,Sydney,"Air Conditioning, TV, WiFi, 24hr Reception, Room Service, Mini Bar",194.82
Azure Business Rooms,Resort,USA,Chicago,"24hr Reception, TV, Parking, Air Conditioning, Room Service, WiFi, Private Beach",292.7
Greenfield Tours,Hotel,South Africa,Cape Town,"Room Service, Parking, 24hr Reception, TV, Mini Bar",186.88
Moonlight Motel,Hotel,Brazil,Rio de Janeiro,"TV, 24hr Reception, Air Conditioning, Parking, Mini Bar, Concierge",147.08
Tranquil Business Rooms,Vacation Tours and Travels,Japan,Osaka,"24hr Reception, WiFi, Air Conditioning, Parking, Vehicle Rentals, Guided City Tours",49.23
Moonlight Suites,Hotel,Germany,Frankfurt,"Parking, TV, 24hr Reception, Mini Bar, Laundry Service",84.37
Oceanic Resort,Business Trips and Meet Stays,Germany,Berlin,"24hr Reception, Air Conditioning, WiFi, TV, Room Service, Business Center",102.0
Paradise Lodge,Hotel,Australia,Sydney,"Air Conditioning, Room Service, WiFi, 24hr Reception, Parking, Mini Bar",78.84
Heritage Inn,Vacation Tours and Travels,Brazil,Rio de Janeiro,"WiFi, Parking, Air Conditioning, 24hr Reception, Room Service, TV, Local Cuisine Sampling",130.26
Oceanic Suites,Business Trips and Meet Stays,France,Lyon,"TV, Parking, Air Conditioning, Conference Room",113.3
Skyline Inn,Hotel,Canada,Toronto,"TV, WiFi, Air Conditioning, Parking, Room Service, 24hr Reception, Mini Bar, Laundry Service",161.41
Azure Inn,Vacation Tours and Travels,Canada,Toronto,"TV, Parking, 24hr Reception, Local Cuisine Sampling",99.9
Moonlight Resort,Vacation Tours and Travels,USA,Chicago,"WiFi, TV, Parking, Air Conditioning, 24hr Reception, Room Service, Guided City Tours",66.18
Moonlight Retreat,Resort,Germany,Frankfurt,"WiFi, Room Service, Air Conditioning, Parking, Adventure Sports",316.59
Sunset Business Rooms,Business Trips and Meet Stays,Canada,Montreal,"TV, 24hr Reception, Air Conditioning, Conference Room, Business Center",190.01
Amber Hotels,Vacation Tours and Travels,UK,Manchester,"24hr Reception, TV, Parking, Guided City Tours",147.19
Moonlight Travels,Hotel,Japan,Tokyo,"Air Conditioning, 24hr Reception, Parking, WiFi, TV, Laundry Service, Concierge",96.63
Royal Tours,Business Trips and Meet Stays,Australia,Sydney,"TV, Air Conditioning, Parking, WiFi, Work Desk, Conference Room",117.43
Oceanic Business Rooms,Vacation Tours and Travels,India,Mumbai,"Room Service, Parking, TV, Vehicle Rentals, Guided City Tours",108.73
Amber Business Rooms,Resort,Canada,Vancouver,"WiFi, Air Conditioning, Room Service, TV, Adventure Sports, Private Beach",238.09
Maple Suites,Hotel,South Africa,Durban,"Room Service, WiFi, Air Conditioning, Mini Bar",137.19
Palm Resort,Hotel,UK,London,"TV, Room Service, WiFi, Concierge, Laundry Service",89.31
Skyline Business Rooms,Business Trips and Meet Stays,Canada,Toronto,"WiFi, 24hr Reception, Parking, Work Desk, Business Center",132.29
Sapphire Business Rooms,Hotel,Brazil,Brasília,"24hr Reception, Air Conditioning, WiFi, Room Service, Parking, TV, Laundry Service, Mini Bar",188.31
Maple Lodge,Vacation Tours and Travels,Germany,Frankfurt,"Room Service, Parking, Air Conditioning, WiFi, TV, 24hr Reception, Guided City Tours, Vehicle Rentals",66.05
Skyline Resort,Vacation Tours and Travels,USA,Chicago,"24hr Reception, TV, Parking, Air Conditioning, WiFi, Local Cuisine Sampling",38.93
Paradise Lodge,Resort,South Africa,Johannesburg,"Room Service, TV, WiFi, 24hr Reception, Parking, Nature Walks, Adventure Sports",288.46
Greenfield Resort,Hotel,Canada,Vancouver,"24hr Reception, Parking, TV, Air Conditioning, Mini Bar, Concierge",174.03
Moonlight Suites,Business Trips and Meet Stays,Brazil,São Paulo,"Parking, Air Conditioning, Room Service, WiFi, TV, Work Desk",109.12
Imperial Hotels,Resort,Brazil,Rio de Janeiro,"Parking, WiFi, TV, Air Conditioning, 24hr Reception, Room Service, Adventure Sports, Private Beach",244.15
Tranquil Hotels,Resort,France,Paris,"Room Service, TV, Air Conditioning, Parking, Adventure Sports",310.84
Majestic Resort,Business Trips and Meet Stays,South Africa,Durban,"24hr Reception, Parking, WiFi, Room Service, Work Desk",174.26
Paradise Travels,Vacation Tours and Travels,Germany,Berlin,"Room Service, TV, Air Conditioning, 24hr Reception, Guided City Tours",80.48
Majestic Lodge,Vacation Tours and Travels,Germany,Berlin,"TV, WiFi, 24hr Reception, Room Service, Local Cuisine Sampling",36.88
Azure Suites,Vacation Tours and Travels,USA,Chicago,"WiFi, Air Conditioning, Parking, Guided City Tours",76.93
Tranquil Lodge,Business Trips and Meet Stays,Canada,Toronto,"Air Conditioning, TV, Parking, 24hr Reception, WiFi, Room Service, Conference Room",205.02
Amber Business Rooms,Hotel,Japan,Kyoto,"Parking, Room Service, 24hr Reception, TV, Concierge",181.71
Sunset Suites,Resort,Canada,Toronto,"Parking, TV, WiFi, 24hr Reception, Air Conditioning, Room Service, Nature Walks",237.68
Vikas Resort,Resort,Australia,Melbourne,"WiFi, 24hr Reception, Air Conditioning, Private Beach, Nature Walks",356.98
Imperial Business Rooms,Resort,South Africa,Cape Town,"WiFi, Parking, 24hr Reception, Air Conditioning, Nature Walks",279.08
Golden Retreat,Vacation Tours and Travels,Japan,Osaka,"Room Service, TV, 24hr Reception, Guided City Tours, Vehicle Rentals",65.1
Paradise Suites,Vacation Tours and Travels,France,Paris,"Air Conditioning, WiFi, 24hr Reception, Parking, TV, Guided City Tours",128.0
Maple Inn,Hotel,Japan,Tokyo,"WiFi, Air Conditioning, Parking, Room Service, Concierge, Laundry Service",50.29
Palm Inn,Hotel,France,Marseille,"Room Service, Parking, Air Conditioning, 24hr Reception, Laundry Service, Concierge",122.15
Royal Lodge,Resort,Canada,Toronto,"Parking, Air Conditioning, Room Service, Spa",269.24
Sunset Hotels,Vacation Tours and Travels,France,Paris,"24hr Reception, WiFi, TV, Air Conditioning, Local Cuisine Sampling",105.64
Sapphire Motel,Resort,USA,New York,"TV, Air Conditioning, WiFi, Room Service, Parking, Adventure Sports, Nature Walks",272.31
Sapphire Hotels,Resort,South Africa,Johannesburg,"24hr Reception, Parking, Room Service, WiFi, TV, Spa, Adventure Sports",362.21
Oceanic Resort,Resort,Australia,Melbourne,"Room Service, Parking, Air Conditioning, TV, WiFi, Adventure Sports",328.49
Moonlight Suites,Hotel,Brazil,Brasília,"TV, Air Conditioning, Parking, 24hr Reception, WiFi, Mini Bar, Concierge",179.35
Imperial Retreat,Hotel,India,Bangalore,"WiFi, Room Service, Parking, TV, Mini Bar",159.85
Paradise Lodge,Business Trips and Meet Stays,Brazil,Brasília,"24hr Reception, Room Service, WiFi, Conference Room, Business Center",88.58
Urban Hotels,Vacation Tours and Travels,Japan,Osaka,"Air Conditioning, WiFi, 24hr Reception, Vehicle Rentals",41.92
